Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
17;1036237;Форма банка (без печати работодателя);Ремонт;0;0.08;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;20;27;Юридические услуги;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;2;23;2;0;2;13;35;0;0;0;0;0;0;0
17;1036257;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;0;0;среднее;рабочий;>250;1;44;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1036277;2НДФЛ;Покупка мебели;0;0.35;женский;0;0;высшее;менеджер среднего звена;>250;3;17;29;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1036297;Поступление зарплаты на счет;Ремонт;1;0.42;мужской;1;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1036317;Поступление зарплаты на счет;Ремонт;1;0.42;женский;0;0;высшее;рабочий;>250;1;216;55;Другое;ООО;вдовец / вдова;1;1;0;0;0;0.032967033;0;0;0;0;0.4;2;3;88;5;1;0;10;69;1;0;0;0;0;0;0
17;1036337;Поступление зарплаты на счет;Покупка автомобиля;0;0.48;мужской;2;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1036357;Поступление зарплаты на счет;Обучение;1;0.37;женский;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1036377;Поступление зарплаты на счет;Покупка автомобиля;1;0.46;женский;1;0;высшее;рабочий;>250;0;23;42;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1036397;2НДФЛ;Ремонт;0;0.56;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;32;39;Торговля;ООО;женат / замужем;1;1;1;1;1;0.2909090909;0;0;0;0;0.25;2;2;39;4;2;0;12;88;1;1;0;0;0;0;0
17;1036417;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.24;женский;0;0;среднее;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1036437;Форма банка (без печати работодателя);Ремонт;0;0.29;женский;0;0;высшее;вспомогательный персонал;>250;0;104;52;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;1;15;1;0;1;14;14;0;0;0;0;0;0;0
17;1036457;Поступление зарплаты на счет;Покупка автомобиля;1;0.44;мужской;1;0;среднее-специальное;менеджер высшего звена;>250;0;49;35;Торговля;ООО;женат / замужем;0;0;0;0;0;0.7557251908;0;0;0;0;0.4;2;3;32;5;1;1;6;118;1;1;1;1;0;0;0
17;1036477;2НДФЛ;Покупка недвижимости/ строительство;0;0.37;женский;1;0;высшее;менеджер среднего звена;>250;0;33;34;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1036497;2НДФЛ;Покупка недвижимости/ строительство;1;0.51;женский;0;0;второе высшее;менеджер среднего звена;>250;1;10;52;Торговля;ЗАО;холост / не замужем;2;2;1;1;1;0;1;0;0;0;0.6;3;2;55;5;1;0;9;38;0;0;0;0;0;0;0
17;1036517;Поступление зарплаты на счет;Ремонт;1;0.32;женский;1;0;среднее-специальное;специалист;>250;1;53;32;Торговля;ООО;разведен / разведена;1;1;1;1;1;0.05;0;0;0;0;1;1;0;19;1;0;0;41;41;1;0;0;0;0;0;0
17;1036537;Форма банка (без печати работодателя);Покупка бытовой техники;1;0.41;мужской;2;0;высшее;менеджер среднего звена;< 50;0;8;42;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1036557;Поступление зарплаты на счет;Другое;0;0.59;мужской;2;0;высшее;специалист;>250;1;32;36;Информационные технологии;ООО;женат / замужем;0;0;0;0;0;0.0119047619;1;0;0;0;0.6;3;2;166;5;1;1;11;94;1;0;0;0;0;0;0
17;1036577;Форма банка (без печати работодателя);Ремонт;1;0.37;женский;0;0;среднее-специальное;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1036597;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.25;мужской;0;0;среднее-специальное;рабочий;>250;0;44;35;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1036617;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.51;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1036637;Свободная форма с печатью работодателя;Ремонт;0;0.34;женский;1;0;высшее;вспомогательный персонал;< 50;0;17;35;Торговля;Индивидуальный предприниматель;разведен / разведена;1;0;0;0;0;0.14;0;0;0;0;0;0;5;86;5;0;0;11;49;1;1;0;0;0;0;0
17;1036657;Свободная форма с печатью работодателя;Ремонт;1;0.49;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1036677;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.11;мужской;0;0;высшее;специалист;>250;0;11;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1036697;2НДФЛ;Покупка недвижимости/ строительство;0;0.52;мужской;0;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1036717;Форма банка (без печати работодателя);Ремонт;1;0.51;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;14;43;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1036737;Поступление зарплаты на счет;Отпуск;1;0.49;мужской;0;0;высшее;рабочий;>250;0;27;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1036757;Поступление зарплаты на счет;Ремонт;1;0.23;мужской;1;0;среднее-специальное;рабочий;>250;0;48;45;Другое;ЗАО;женат / замужем;1;1;0;0;0;0;0;0;0;0;0.3333333333;1;2;55;3;0;0;25;87;0;0;0;0;0;0;0
17;1036777;2НДФЛ;Покупка автомобиля;1;0.44;женский;0;0;высшее;менеджер по продажам;< 50;0;41;25;Торговля;ООО;гражданский брак;1;1;1;1;1;0;0;0;0;0;0.3333333333;1;2;51;3;0;0;33;40;0;0;0;0;0;0;0
17;1036797;2НДФЛ;Покупка автомобиля;0;0.51;мужской;3;0;высшее;менеджер среднего звена;>250;0;38;35;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1036817;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.16;мужской;2;0;высшее;менеджер среднего звена;>250;0;64;31;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0243902439;1;0;0;0;0.2857142857;2;5;80;7;0;2;10;89;1;0;0;0;0;0;0
17;1036837;Поступление зарплаты на счет;Покупка автомобиля;0;0.39;мужской;0;0;высшее;менеджер по продажам;< 50;0;19;26;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1036857;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.45;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер по продажам;>250;0;40;29;Торговля;ООО;женат / замужем;3;3;1;1;0;0.0833333333;1;0;0;0;0.25;1;3;11;4;0;1;1;37;1;1;1;1;0;0;1
17;1036877;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.4;мужской;1;0;среднее-специальное;специалист;>250;0;77;45;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1036897;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.35;мужской;2;0;среднее-специальное;специалист;>250;1;10;27;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1036917;2НДФЛ;Покупка земли;0;0.39;женский;0;0;высшее;специалист;>250;1;18;27;Торговля;ОАО;холост / не замужем;0;0;0;0;0;0.02;0;0;0;0;0.5;1;1;49;2;0;0;39;39;1;0;0;0;0;0;0
17;1036937;Поступление зарплаты на счет;Ремонт;1;0.36;женский;1;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;23;41;Торговля;ООО;женат / замужем;1;0;0;0;0;0;0;0;0;0;1;2;0;88;2;0;0;9;96;0;0;0;0;0;0;0
17;1036957;Поступление зарплаты на счет;Ремонт;0;0.32;женский;1;0;высшее;менеджер среднего звена;>250;0;20;32;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1036977;2НДФЛ;Ремонт;1;0.25;мужской;0;0;высшее;рабочий;>250;3;449;58;Торговля;ОАО;женат / замужем;1;1;1;1;1;0.7260273973;0;0;0;0;0.4;2;3;20;5;1;0;28;98;1;1;1;1;1;1;1
17;1036997;Поступление зарплаты на счет;Покупка мебели;0;0.39;мужской;1;0;среднее-специальное;рабочий;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1037017;Поступление зарплаты на счет;Ремонт;1;0.44;мужской;0;0;высшее;рабочий;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1037037;Форма банка (без печати работодателя);Ремонт;0;0.41;мужской;0;0;среднее-специальное;вспомогательный персонал;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1037057;Форма банка (без печати работодателя);Ремонт;1;0.58;женский;1;0;высшее;специалист;>250;0;183;38;Сельское и лесное хозяйство;ООО;холост / не замужем;1;0;0;0;0;0;0;2;0;0;0.5;3;3;27;6;1;1;3;70;0;0;0;0;0;0;0
17;1037077;Форма банка (без печати работодателя);Ремонт;0;0.27;мужской;0;0;высшее;специалист;>250;0;15;28;Информационные технологии;ЗАО;женат / замужем;1;1;0;0;0;0.06875;0;0;0;0;0.25;2;6;149;8;1;1;14;74;1;0;0;0;0;0;0
17;1037097;Форма банка (без печати работодателя);Ремонт;1;0.49;мужской;1;0;среднее-специальное;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1037117;2НДФЛ;Ремонт;1;0.59;мужской;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1037137;Форма банка (без печати работодателя);Отпуск;1;0.58;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;72;43;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1037157;2НДФЛ;Ремонт;0;0.56;мужской;1;0;высшее;специалист;>250;3;22;33;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1037177;Поступление зарплаты на счет;Ремонт;1;0.3;мужской;2;0;высшее;менеджер среднего звена;< 50;0;45;31;Другое;ООО;женат / замужем;5;5;3;3;3;;;;;;;;;;;;;;;;;;;;;
17;1037197;Поступление зарплаты на счет;Обучение;1;0.18;мужской;0;0;высшее;торговый представитель;>250;0;29;23;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;1;1;0;21;1;0;0;20;20;0;0;0;0;0;0;0
17;1037217;Форма банка (без печати работодателя);Ремонт;1;0.25;мужской;1;0;незаконченное высшее;специалист;>250;0;101;41;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1037237;Форма банка (без печати работодателя);Ремонт;0;0.25;мужской;1;1;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1037257;Поступление зарплаты на счет;Покупка автомобиля;0;0.5;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер по продажам;>250;0;52;26;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1037277;2НДФЛ;Ремонт;1;0.37;мужской;0;0;незаконченное высшее;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1037297;Поступление зарплаты на счет;Ремонт;0;0.16;мужской;1;0;высшее;специалист;>250;1;37;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1037317;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.49;женский;1;0;высшее;специалист;< 50;1;12;34;Другое;ООО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;0.5;1;1;9;2;1;0;6;25;0;0;0;0;0;0;0
